clinicName,website,city,province,score,tier,email,contactPage,method,status,subject
"North Hill Dental- Dr. Nasser Jafari & Associates","","Richmond Hill","ON","","","","","manual","todo",""
"Mackenzie Smiles Dentistry - Richmond Hill","","Richmond Hill","ON","","","","","manual","todo",""
"Crystal Crown Dental","","Richmond Hill","ON","","","","","manual","todo",""
"Bayview Glen Dental Office","","Richmond Hill","ON","","","","","manual","todo",""
"Grand Genesis Dental","","Richmond Hill","ON","","","","","manual","todo",""
"Oris Dental Clinics - Dental Surgery & Implant Specialists - Pediatric Dentistry - Orthodontics","","Richmond Hill","ON","","","","","manual","todo",""
"Westwood Gardens Dental Clinic","","Richmond Hill","ON","","","","","manual","todo",""
"RM Dentistry (Yonge)","","Richmond Hill","ON","","","","","manual","todo",""
"HANA Dental","","Richmond Hill","ON","","","","","manual","todo",""
"Dentistry At Bayview Glen","","Richmond Hill","ON","","","","","manual","todo",""
"HTL Dental Richmond Hill","","Richmond Hill","ON","","","","","manual","todo",""
"Forestwood Dentistry","","Richmond Hill","ON","","","","","manual","todo",""
"Elgin Mills Dental","","Richmond Hill","ON","","","","","manual","todo",""
"16th Avenue Dental","","Richmond Hill","ON","","","","","manual","todo",""
"Crafting Smiles Dentistry | Dr. Ileana Martino | Richmond Hill Dentist","","Richmond Hill","ON","","","","","manual","todo",""
"BK Dental - Richmond Hill","","Richmond Hill","ON","","","","","manual","todo",""
"Cityview Smiles Dental - Richmond Hill","","Richmond Hill","ON","","","","","manual","todo",""
"Red House Dental | Dental Clinic in Richmond Hill","","Richmond Hill","ON","","","","","manual","todo",""
"RM Dentistry","","Richmond Hill","ON","","","","","manual","todo",""
"Richmond Hill Dentist","","Richmond Hill","ON","","","","","manual","todo",""
"Greenhill Dental Care - Dr. Sofeene Chan","","Richmond Hill","ON","","","","","manual","todo",""
"Norden Dental","","Richmond Hill","ON","","","","","manual","todo",""
"Highway 7 Emergency Dental","","Richmond Hill","ON","","","","","manual","todo",""
"Yonge Smiles","","Richmond Hill","ON","","","","","manual","todo",""
"My Smile Oral Surgery, Dr. Abolfazl Ghorbani, DDS, MSc, FRCD(C)","","Richmond Hill","ON","","","","","manual","todo",""
"Tower Hill Dental","","Richmond Hill","ON","","","","","manual","todo",""
"Bayview Hill Centre Dental 富豪中心牙科（ Dental Clinic in Toronto, Ontario 多伦多牙医：种牙、拔牙、洗牙、假牙、矫牙等服务）","","Richmond Hill","ON","","","","","manual","todo",""
"Yonge Star Dental","","Richmond Hill","ON","","","","","manual","todo",""
"Royal Gardens Dental Office - Dr Paul HU Dentistry","","Richmond Hill","ON","","","","","manual","todo",""
"Dr. Atoosa Parsi - Dentist","","Richmond Hill","ON","","","","","manual","todo",""
"Centric Dental","","Richmond Hill","ON","","","","","manual","todo",""
"TS Dental - Oak Ridges Richmond Hill","","Richmond Hill","ON","","","","","manual","todo",""
"Richmond Hill Dental","","Richmond Hill","ON","","","","","manual","todo",""
"Carrville Family Dentistry","","Richmond Hill","ON","","","","","manual","todo",""
"Oak Ridges Family Dentistry","","Richmond Hill","ON","","","","","manual","todo",""
"Times Square Family Dentistry","","Richmond Hill","ON","","","","","manual","todo",""
"Dentistry in Oak Ridges","","Richmond Hill","ON","","","","","manual","todo",""
"Affinity Dental Studio l Richmond Hill | Aurora | King City | Oak Ridges","","Richmond Hill","ON","","","","","manual","todo",""
"Dr. Hajir Farahmand - Oak Ridges North Dental Clinic","","Richmond Hill","ON","","","","","manual","todo",""
"Rose Hill Dental","","Richmond Hill","ON","","","","","manual","todo",""
"Beaver Family Dental Centre","","Richmond Hill","ON","","","","","manual","todo",""
"佳美齿科（TrueGlow Dental Care） Richmond Hill North - Bloomington","","Richmond Hill","ON","","","","","manual","todo",""
"Clover Dentistry","","Richmond Hill","ON","","","","","manual","todo",""
"Springhill Dental","","Richmond Hill","ON","","","","","manual","todo",""
"ArtDent Family Dentistry","","Richmond Hill","ON","","","","","manual","todo",""
"Dr7 Family Dentistry","","Richmond Hill","ON","","","","","manual","todo",""
"Dr. Marco Fazari, Dental Office - Complete Family Care","","Richmond Hill","ON","","","","","manual","todo",""
"Dr M Safari","","Richmond Hill","ON","","","","","manual","todo",""
"Regatta Dental | Dr. Preethi Sripathi","","Richmond Hill","ON","","","","","manual","todo",""
"Bathurst Glen Dentistry","","Richmond Hill","ON","","","","","manual","todo",""
"Central Oakville Dental Care","","Oakville","ON","","","","","manual","todo",""
"16 Mile Dental","","Oakville","ON","","","","","manual","todo",""
"Oakville Dental","","Oakville","ON","","","","","manual","todo",""
"Oakville Place dental office","","Oakville","ON","","","","","manual","todo",""
"Park Haven Dental","","Oakville","ON","","","","","manual","todo",""
"Royal Oak Dental","","Oakville","ON","","","","","manual","todo",""
"Trafalgar Dental Oakville","","Oakville","ON","","","","","manual","todo",""
"Smile Point Dental - Dental Office Oakville","","Oakville","ON","","","","","manual","todo",""
"Oak Tree Dental Centre","","Oakville","ON","","","","","manual","todo",""
"Uptown Dental @ Trafalgar","","Oakville","ON","","","","","manual","todo",""
"Speers Dental Centre","","Oakville","ON","","","","","manual","todo",""
"Oakville Dentistry","","Oakville","ON","","","","","manual","todo",""
"Kiwi Dental - Dentist Oakville","","Oakville","ON","","","","","manual","todo",""
"The Tooth Corner","","Oakville","ON","","","","","manual","todo",""
"Oak Park Dental","","Oakville","ON","","","","","manual","todo",""
"Westoak Dental Centre","","Oakville","ON","","","","","manual","todo",""
"Monarch Dentistry - Oakville","","Oakville","ON","","","","","manual","todo",""
"Beehive Dental","","Oakville","ON","","","","","manual","todo",""
"Burloak Centre Dentistry","","Oakville","ON","","","","","manual","todo",""
"Calma Dental Oakville","","Oakville","ON","","","","","manual","todo",""
"North Oakville Dental","","Oakville","ON","","","","","manual","todo",""
"River Oaks Dental","","Oakville","ON","","","","","manual","todo",""
"Dentist in Oakville","","Oakville","ON","","","","","manual","todo",""
"Oakville Smiles Family Dentistry","","Oakville","ON","","","","","manual","todo",""
"Elm Hill Dentistry Oakville","","Oakville","ON","","","","","manual","todo",""
"Dental Crafters","","Oakville","ON","","","","","manual","todo",""
"South Oak Dental","","Oakville","ON","","","","","manual","todo",""
"Foxcreek Dental","","Oakville","ON","","","","","manual","todo",""
"Lakeshore Dentistry - Port Credit","","Oakville","ON","","","","","manual","todo",""
"White Oaks Dental Office","","Oakville","ON","","","","","manual","todo",""
"Family Dentist Tree","","Oakville","ON","","","","","manual","todo",""
"Bronte Road Family Dental - Dentist in Oakville","","Oakville","ON","","","","","manual","todo",""
"Sixth Line Family Dental","","Oakville","ON","","","","","manual","todo",""
"DentalVille Family Dentistry","","Oakville","ON","","","","","manual","todo",""
"Lakeshore Family Dentistry","","Oakville","ON","","","","","manual","todo",""
"Dentistry on Dunn ~ Dr. Sucheta, Family Oakville Dental","","Oakville","ON","","","","","manual","todo",""
"SAMEDAY DENTAL Oakville - General, Family, Cosmetic & Emergency Dentist","","Oakville","ON","","","","","manual","todo",""
"Oak Dentistry","","Oakville","ON","","","","","manual","todo",""
"SmileVille Dentistry - Oakville","","Oakville","ON","","","","","manual","todo",""
"Oakvillage Dental","","Oakville","ON","","","","","manual","todo",""
"Flow Dental Care","","Oakville","ON","","","","","manual","todo",""
"SmileGrove Dental","","Oakville","ON","","","","","manual","todo",""
"White Oaks Family Dental Care","","Oakville","ON","","","","","manual","todo",""
"Bronte Oak Dental","","Oakville","ON","","","","","manual","todo",""
"Oakview Dental Group","","Oakville","ON","","","","","manual","todo",""
"dentalhouse - Glen Abbey Oakville Dentist","","Oakville","ON","","","","","manual","todo",""
"White Lily Dental Centre","","Oakville","ON","","","","","manual","todo",""
"The Tooth Fairy Dentistry","","Oakville","ON","","","","","manual","todo",""
"Family Dental Clinic","","Oakville","ON","","","","","manual","todo",""
"Palermo Village Dental | Dentist Oakville, ON","","Oakville","ON","","","","","manual","todo",""
"Dentistry in Oak Park","","Oakville","ON","","","","","manual","todo",""
"Campbell Dental Group","","Oakville","ON","","","","","manual","todo",""
"Dental Works on Cornwall","","Oakville","ON","","","","","manual","todo",""
"Signature Smiles Dental Studio","","Oakville","ON","","","","","manual","todo",""
"Great Lakes Dental Care","","Oakville","ON","","","","","manual","todo",""
"Dayspring Dental","","Oakville","ON","","","","","manual","todo",""
"Oakville Dental Implants Studio","","Oakville","ON","","","","","manual","todo",""
"Glenashton Dental Centre","","Oakville","ON","","","","","manual","todo",""
"Oakville Sleep Dentistry","","Oakville","ON","","","","","manual","todo",""
"White Orchid Dentistry","","Oakville","ON","","","","","manual","todo",""
"Reflections Dental Oakville","","Oakville","ON","","","","","manual","todo",""
"Dr. Simon Pong","","Oakville","ON","","","","","manual","todo",""
"Shoreline Dentistry","","Oakville","ON","","","","","manual","todo",""
"Dorval Dentistry","","Oakville","ON","","","","","manual","todo",""
"Burlington Family Dental Centre","","Burlington","ON","","","","","manual","todo",""
"Burlington Dental Centre","","Burlington","ON","","","","","manual","todo",""
"walkers Line Dental Centre - Burlington","","Burlington","ON","","","","","manual","todo",""
"Burlington Village Dental Centre","","Burlington","ON","","","","","manual","todo",""
"Beacon Hill Dental Centre","","Burlington","ON","","","","","manual","todo",""
"Burlington Family Dental","","Burlington","ON","","","","","manual","todo",""
"Alton Dental Burlington","","Burlington","ON","","","","","manual","todo",""
"Dentist @ Burlington","","Burlington","ON","","","","","manual","todo",""
"Lakeside Family Dental Clinic in Burlington","","Burlington","ON","","","","","manual","todo",""
"Burlington Family Dentists","","Burlington","ON","","","","","manual","todo",""
"Harbourview Dental - Burlington","","Burlington","ON","","","","","manual","todo",""
"One Dental Burlington","","Burlington","ON","","","","","manual","todo",""
"Uptown Dental Burlington","","Burlington","ON","","","","","manual","todo",""
"Lighthouse Dental Care","","Burlington","ON","","","","","manual","todo",""
"Dentology Dentists","","Burlington","ON","","","","","manual","todo",""
"Maple Dental Office","","Burlington","ON","","","","","manual","todo",""
"Dental Health Group","","Burlington","ON","","","","","manual","todo",""
"Mapleview Dental Centre","","Burlington","ON","","","","","manual","todo",""
"Teeth R Us Dental Centre","","Burlington","ON","","","","","manual","todo",""
"Lakefront Family Dental","","Burlington","ON","","","","","manual","todo",""
"Dundas Family Dental","","Burlington","ON","","","","","manual","todo",""
"Britannia Dental Centre","","Burlington","ON","","","","","manual","todo",""
"Mint Dental Clinic","","Burlington","ON","","","","","manual","todo",""
"Woodview Family Dentistry","","Burlington","ON","","","","","manual","todo",""
"Smile Centre Dental","","Burlington","ON","","","","","manual","todo",""
"Dentistry on Brant","","Burlington","ON","","","","","manual","todo",""
"Burlington Dentist at Power Centre on Brant Street","","Burlington","ON","","","","","manual","todo",""
"Dr. Surya & Associates","","Burlington","ON","","","","","manual","todo",""
"Burlingwood Family Dentistry","","Burlington","ON","","","","","manual","todo",""
"Central Burlington Dental Care","","Burlington","ON","","","","","manual","todo",""
"Brant Dental Office","","Burlington","ON","","","","","manual","todo",""
"Mount Royal Dental","","Burlington","ON","","","","","manual","todo",""
"Dentistry at The Grove","","Burlington","ON","","","","","manual","todo",""
"Plains Road Dental Office","","Burlington","ON","","","","","manual","todo",""
"Headon Dental","","Burlington","ON","","","","","manual","todo",""
"Sweet Tooth Dentistry","","Burlington","ON","","","","","manual","todo",""
"Blossom Smiles Dental","","Burlington","ON","","","","","manual","todo",""
"RA Walkers Dental Clinic","","Burlington","ON","","","","","manual","todo",""
"Fairwood Dental","","Burlington","ON","","","","","manual","todo",""
"Dentistry Plus on Walkers Line","","Burlington","ON","","","","","manual","todo",""
"Pearl Dental","","Burlington","ON","","","","","manual","todo",""
"Fairview Dental","","Burlington","ON","","","","","manual","todo",""
"PALLADIUM DENTAL","","Burlington","ON","","","","","manual","todo",""
"Burloak Dental","","Burlington","ON","","","","","manual","todo",""
"Clarmain Dental Centre","","Burlington","ON","","","","","manual","todo",""
"White Rose Dental Studio","","Burlington","ON","","","","","manual","todo",""
"Millcroft Dental Care","","Burlington","ON","","","","","manual","todo",""
"One Family Dental","","Burlington","ON","","","","","manual","todo",""
"Dentistry on Brant - Dr. Mary Anne New","","Burlington","ON","","","","","manual","todo",""
"Chagger Dental Clinic Burlington","","Burlington","ON","","","","","manual","todo",""
"Family Smiles Dental","","Burlington","ON","","","","","manual","todo",""
"Gardner Patel Dental Group","","Burlington","ON","","","","","manual","todo",""
"Fielding Dental Healthcare","","Burlington","ON","","","","","manual","todo",""
"Dental Edge-Dentist Burlington","","Burlington","ON","","","","","manual","todo",""
"Cornerstone Dental","","Burlington","ON","","","","","manual","todo",""
"Orchard Family Dentistry Burlington","","Burlington","ON","","","","","manual","todo",""
"Skyway Dental Care - Burlington","","Burlington","ON","","","","","manual","todo",""
"Appleby Dental Care","","Burlington","ON","","","","","manual","todo",""
"Dr. Heidary Family Dentistry - DS Dental Burlington","","Burlington","ON","","","","","manual","todo",""
"Upper Appleby Dental","","Burlington","ON","","","","","manual","todo",""
"Appleby Dental Clinic. dr. david kim","","Burlington","ON","","","","","manual","todo",""
"Burlington Smile Dental","","Burlington","ON","","","","","manual","todo",""
"Guelph Line Dental","","Burlington","ON","","","","","manual","todo",""
"JW Family Dentistry","","Burlington","ON","","","","","manual","todo",""
"Family Dentistry At Liv","","Burlington","ON","","","","","manual","todo",""
"Dental Time - Burlington Dentist","","Burlington","ON","","","","","manual","todo",""
